tag,x,y,direction,x_variance,y_variance,xy_covariance
big_orange,6.156733495167929,-1.645840593374608,0.0,0.000196,0.000196,0.0
big_orange,5.861486397688598,-1.6654467485864883,0.0,0.000196,0.000196,0.0
big_orange,5.82119235374592,1.6348514003665406,0.0,0.000196,0.000196,0.0
big_orange,6.160587753498373,1.6764359415363481,0.0,0.000196,0.000196,0.0
blue,6.957009191006661,1.7661455772327095,0.0,0.000196,0.000196,0.0
blue,9.59576527314685,1.8942519368069928,0.0,0.000196,0.000196,0.0
blue,12.10823694949823,2.0093814993597223,0.0,0.000196,0.000196,0.0
blue,14.883948178031547,1.9565085719230644,0.0,0.000196,0.000196,0.0
blue,17.021855202365856,2.015796742172749,0.0,0.000196,0.000196,0.0
blue,19.008038251837696,2.3305962011538153,0.0,0.000196,0.000196,0.0
blue,20.029941897847724,2.534842764762044,0.0,0.000196,0.000196,0.0
blue,20.505985913775735,3.328676580011245,0.0,0.000196,0.000196,0.0
blue,19.633702195632488,4.0618799751194254,0.0,0.000196,0.000196,0.0
blue,18.35423811537148,4.087877695840995,0.0,0.000196,0.000196,0.0
blue,17.07616909674042,3.913780944217241,0.0,0.000196,0.000196,0.0
blue,15.072282970355577,3.7193364070680075,0.0,0.000196,0.000196,0.0
blue,12.385046646757152,3.643453732803824,0.0,0.000196,0.000196,0.0
blue,9.617586998319247,3.552511231982513,0.0,0.000196,0.000196,0.0
blue,6.699098966225194,3.519471497552272,0.0,0.000196,0.000196,0.0
blue,4.739935329515152,3.5550673458634012,0.0,0.000196,0.000196,0.0
blue,2.838612925177313,4.611332770945694,0.0,0.000196,0.000196,0.0
blue,1.5352152073704977,6.384805622912811,0.0,0.000196,0.000196,0.0
blue,1.2575741186359668,8.611594736145097,0.0,0.000196,0.000196,0.0
blue,1.3336621795997932,10.000720718687148,0.0,0.000196,0.000196,0.0
blue,1.4217702344604852,11.236785568586729,0.0,0.000196,0.000196,0.0
blue,2.525308431112676,13.027874470897508,0.0,0.000196,0.000196,0.0
blue,4.149379203027716,13.372368064768853,0.0,0.000196,0.000196,0.0
blue,5.611378833811353,13.487689052732513,0.0,0.000196,0.000196,0.0
blue,6.85491876464856,13.447261364624788,0.0,0.000196,0.000196,0.0
blue,8.223066788830103,13.580509514855972,0.0,0.000196,0.000196,0.0
blue,9.869546792987837,13.510953324735198,0.0,0.000196,0.000196,0.0
blue,12.143084551935544,13.63592700091243,0.0,0.000196,0.000196,0.0
blue,14.677592003070933,13.672619515889892,0.0,0.000196,0.000196,0.0
blue,16.516562728334918,13.679898763276773,0.0,0.000196,0.000196,0.0
blue,18.354808469775385,13.836088354589522,0.0,0.000196,0.000196,0.0
blue,19.657880755772908,13.753010164760347,0.0,0.000196,0.000196,0.0
blue,20.42339581099055,14.00928813790043,0.0,0.000196,0.000196,0.0
blue,21.166702925964465,14.495073932137622,0.0,0.000196,0.000196,0.0
blue,20.37631535168097,15.411937071497366,0.0,0.000196,0.000196,0.0
blue,19.453919607671182,15.651890691817044,0.0,0.000196,0.000196,0.0
blue,18.222142223091474,15.714669141352495,0.0,0.000196,0.000196,0.0
blue,17.144748566206665,15.720409028194492,0.0,0.000196,0.000196,0.0
blue,14.68459750361897,15.874685292027106,0.0,0.000196,0.000196,0.0
blue,12.217423868785087,15.756740257379594,0.0,0.000196,0.000196,0.0
blue,9.797473615214667,15.751449011578051,0.0,0.000196,0.000196,0.0
blue,8.254531661002847,15.672351546216305,0.0,0.000196,0.000196,0.0
blue,6.842001169898641,15.556483223195558,0.0,0.000196,0.000196,0.0
blue,5.572730963168121,15.669896521206983,0.0,0.000196,0.000196,0.0
blue,3.4265173292726514,15.666571111015287,0.0,0.000196,0.000196,0.0
blue,1.6445775315068127,15.484455541310265,0.0,0.000196,0.000196,0.0
blue,0.838205046554946,15.28368838495713,0.0,0.000196,0.000196,0.0
blue,0.27504120928526365,14.551948233429389,0.0,0.000196,0.000196,0.0
blue,0.23195836850717466,13.666506107556694,0.0,0.000196,0.000196,0.0
blue,0.22336411127411537,12.216913349119617,0.0,0.000196,0.000196,0.0
blue,0.3589226167892754,10.426101545271523,0.0,0.000196,0.000196,0.0
blue,0.43161240265314227,8.987971658845172,0.0,0.00019832,0.00019832,0.0
blue,0.02354206700187067,6.406261628392431,0.0,0.000196,0.000196,0.0
blue,-1.3416683915724636,6.234179963474316,0.0,0.000196,0.000196,0.0
blue,-2.995965456715407,6.197457997973169,0.0,0.000196,0.000196,0.0
blue,-4.844396158501869,6.142427735130398,0.0,0.000196,0.000196,0.0
blue,-6.618311854478021,6.2217571539112075,0.0,0.000196,0.000196,0.0
blue,-8.146852940266232,6.203310473409385,0.0,0.000196,0.000196,0.0
blue,-10.144487425776084,7.167470622285265,0.0,0.000196,0.000196,0.0
blue,-10.57348709849624,9.226502131527397,0.0,0.000196,0.000196,0.0
blue,-10.622522287672748,10.452275541360425,0.0,0.000196,0.000196,0.0
blue,-10.781943774311745,12.323379211317482,0.0,0.000196,0.000196,0.0
blue,-10.499182715070056,13.993663864803853,0.0,0.000196,0.000196,0.0
blue,-10.508233823005853,15.590654049595411,0.0,0.000196,0.000196,0.0
blue,-11.0397291486385,16.213409397641797,0.0,0.000196,0.000196,0.0
blue,-12.007464257167644,16.257419929705126,0.0,0.000196,0.000196,0.0
blue,-14.031982183612037,16.346442248018647,0.0,0.000196,0.000196,0.0
blue,-17.00549629869292,16.352992420507245,0.0,0.000196,0.000196,0.0
blue,-18.59951031150565,16.474529014874346,0.0,0.000196,0.000196,0.0
blue,-19.39036322255952,16.096284253021164,0.0,0.000196,0.000196,0.0
blue,-19.513534993971184,15.277920126408368,0.0,0.000196,0.000196,0.0
